date,SG,Fragility,Absorption,LiquidityStress,ISI_extended,SG_dispersion,FAI,SSI,ISI,Regime_0,Regime_1,Regime_2,Regime,Regime_economic
2000-05-11,1.4756665961579551,0.4890326820761614,-0.8082812107632941,0.1783527033184996,0.7904822540815802,2.4009040928504555,1.038421224250471,2.4009040928504555,0.9933233573745024,0.6874495931580674,0.2361024791169968,0.0764479277249522,Transitional,Acute Stress
2000-05-12,0.6241113124365455,0.3079111417044527,-0.4409805810431236,-0.1247804103110308,0.3045837443926448,2.0696238043880286,0.9307892166939996,2.0696238043880286,0.9724331870948716,0.0936573540200513,0.2199914460566593,0.6863511999233058,Acute Stress,Transitional
2000-05-15,1.1842509757092865,0.0604309602981896,-0.6438762444368412,0.4799437709742555,0.6358128096654482,2.0770302965475955,0.6817299924569235,2.0770302965475955,0.9827664842754914,0.5115526474640044,0.3866827552457513,0.1017645972902606,Transitional,Acute Stress
2000-05-16,-0.8995075173581252,-0.4644693152879852,0.0824125760692582,-0.3526256260008817,-0.6049314893299101,1.5672574356459466,0.7840057356893999,1.5672574356459466,0.7530699468266974,0.0006851661120439,0.485242271714887,0.5140725621730855,Acute Stress,Transitional
2000-05-17,0.2852548747480454,-0.3229154690273353,-0.751054486785966,-0.1428841430105853,-0.025637933712158,1.3358524230533515,0.791512463287025,1.3358524230533515,0.9098141858277752,0.0145805555299834,0.9843698458814916,0.0010495985885413,Absorbent,Absorbent
2000-05-18,0.5017248257030015,-0.1595967968620948,-0.4779866217939943,0.1833350007711018,0.2078113914539027,3.07740357186486,0.7852267143814865,3.07740357186486,0.9867138079838408,0.5290797226694467,0.4596048051593955,0.0113154721711742,Transitional,Acute Stress
2000-05-19,1.3667876032760642,0.0366452121849501,-0.8718287180368894,0.4583136730542246,0.6952027068821782,2.548161038281624,0.7925429842696909,2.548161038281624,0.9920163235553542,0.2563655996163883,0.2198010476838917,0.5238333526997363,Acute Stress,Transitional
2000-05-22,-0.5988041296111758,-0.4122839029440106,0.003366095702695,-0.1831541309644701,-0.4181530620170146,1.174416142131101,0.8469166199659789,1.174416142131101,0.7564629524119443,0.0053670741147989,0.7339971648774,0.2606357610078172,Absorbent,Absorbent
2000-05-23,0.6745908865802749,-0.2853164666910983,-0.7166986784216421,0.2432086748497309,0.2572040170796998,2.4124120057975302,0.7607256151803973,2.4124120057975302,0.9787621056816967,0.0144653333052643,0.9798252058236688,0.0057094608710829,Absorbent,Absorbent
2000-05-24,0.6673203421920871,-0.23438896986396,-0.5528286210626703,0.3488806909933767,0.3012756532156598,1.8699114509723067,0.7547455782446745,1.8699114509723067,0.9635433053407412,0.9227670000691326,0.0668846574368798,0.0103483424940037,Transitional,Acute Stress
2000-05-25,0.1113688498002506,-0.3135999132519536,-0.2521276077375743,0.17284115531463,0.0023199125389032,1.4637667836111927,0.758387952553039,1.4637667836111927,0.9006188576192301,0.0141867429433838,0.062168596236249,0.9236446608203834,Acute Stress,Transitional
2000-05-26,-1.6877199031429295,-0.6786879899812212,0.5041201847416811,-0.5049117284200276,-1.0301678767775466,1.4118974206799988,0.9014488822257718,1.4118974206799988,0.5269220978283714,0.0005322188237306,0.9382374936650384,0.0612302875112471,Absorbent,Absorbent
2000-05-30,0.984385428989548,-0.0793921781360527,-0.6656086390581876,0.3981689680674132,0.4893872085752274,2.40673892044094,0.8724317718277576,2.40673892044094,0.98642619737676,0.6550976199794999,0.3446123666458668,0.0002900133746496,Transitional,Acute Stress
2000-05-31,-0.3011356207055159,-0.4474646527016362,-0.3591928343508779,-0.2128638023547576,-0.3185527847991244,1.595164959691263,0.8525233283608312,1.595164959691263,0.8716716820365771,0.0142042191858011,0.3324152562261526,0.6533805245880625,Acute Stress,Transitional
2000-06-01,0.4800256421103906,-0.3383392443470742,-0.6661270763021588,0.152237810155306,0.1361798265866257,1.201096984964383,0.8495762306513477,1.201096984964383,0.921056482985882,0.3620313746827471,0.6234376125867427,0.0145310127305266,Absorbent,Absorbent
2000-06-02,0.19438177888116,-0.2878965751628648,-0.4037395616983564,0.0785387923456683,0.014945376707305,2.0976733175475504,0.8295146920015456,2.0976733175475504,0.952326997389336,0.0893679111561363,0.5486846748531814,0.3619474139906985,Absorbent,Absorbent
2000-06-05,-0.9448418929745208,-0.5081699584048595,0.0378631038158373,-0.3988088307538238,-0.6500303939374132,1.4861567546148626,0.8442136212386575,1.4861567546148626,0.7364731230875344,0.0024776750545768,0.9049920676982848,0.0925302572471546,Absorbent,Absorbent
2000-06-06,0.0480018297673493,-0.2748743654744079,-0.369997241717186,-0.0471210464754287,-0.0773978916780112,1.841663864406484,0.8289317931733783,1.841663864406484,0.928402917745752,0.1527176351187832,0.8447744188573798,0.0025079460238532,Absorbent,Absorbent
2000-06-07,-0.461985209414361,-0.3455376781527659,-0.062165645084802,-0.178613176346397,-0.3420393401154933,1.8912976979309195,0.8252206718199281,1.8912976979309195,0.88049141669816,0.1404469946157307,0.7069559120177196,0.1525970933665662,Absorbent,Absorbent
2000-06-08,-1.2689532317604646,-0.5484701228820607,0.2606888281286318,-0.4597942807497722,-0.8100606137937357,1.73373213883695,0.8840636228190296,1.73373213883695,0.7146831863921652,0.000957113550453,0.856572798369997,0.1424700880795663,Absorbent,Absorbent
2000-06-09,-1.293034320321352,-0.6467089323790173,0.150119643513147,-0.4962057444291876,-0.8600881311710024,0.9905241357289156,0.877646955254578,0.9905241357289156,0.535191843683555,0.0040777719930329,0.9948822309569564,0.0010399970500272,Absorbent,Absorbent
2000-06-12,-0.4551645783095654,-0.4941620798105398,-0.314826765109627,-0.2758292636086528,-0.4130632343495839,1.4121728811939065,0.8693135109392749,1.4121728811939065,0.82655790757393,0.0987635709460113,0.8972138291417568,0.0040225999122484,Absorbent,Absorbent
2000-06-13,-0.4700610026114331,-0.4017328480005703,0.0901018952881418,0.0217737406772789,-0.3020121332415606,2.518075031585229,0.8209852899972357,2.518075031585229,0.9315527894391644,0.2840808828132619,0.6190638535450154,0.0968552636417392,Absorbent,Absorbent
2000-06-14,-0.8692205976533759,-0.5553229436381542,0.0017621345764048,-0.3121355194388168,-0.6079257779844417,1.544803678449012,0.8195632660771959,1.544803678449012,0.7608580633229635,0.0183398423373141,0.6964576078247223,0.2852025498379799,Absorbent,Absorbent
2000-06-15,-1.643791817757353,-0.625895014678164,0.5647157030379225,-0.4531811000412666,-0.9812395615187706,2.3731802646315443,0.8769189041742972,2.3731802646315443,0.7506655802357378,0.0033730676188114,0.9772441355702768,0.019382796810928,Absorbent,Absorbent
2000-06-16,-1.1870399474731217,-0.5306078284384252,0.3390925334175607,-0.3173395856171353,-0.7292002032059167,1.4634748618807027,0.8821870705960501,1.4634748618807027,0.6780394787748693,0.0041117109247705,0.9924944685142378,0.0033938205610081,Absorbent,Absorbent
2000-06-19,-0.4695665577634191,-0.468639594243618,-0.1318191452834926,-0.1327461088032936,-0.3682423340194412,1.418480705298896,0.7863482427408494,1.418480705298896,0.8151879639710414,0.7343634991912332,0.2625690677648858,0.0030674330438973,Transitional,Acute Stress
2000-06-20,-1.128271600746361,-0.5843598359705215,0.1106524003223207,-0.4332593644535183,-0.7565944004257563,1.3930659183863563,0.8012936085899768,1.3930659183863563,0.6637777286643539,0.0083747938671069,0.2572367737855091,0.7343884323474003,Acute Stress,Transitional
2000-06-21,-2.033397498428699,-0.7721430120070929,0.5820022181407097,-0.6792522682808962,-1.2487775834578765,1.2952615766944091,0.8293793418535016,1.2952615766944091,0.3819423757242249,0.0005007232429632,0.9880146380214962,0.011484638735557,Absorbent,Absorbent
2000-06-22,-1.0475597825633096,-0.489740470939114,0.398943533889936,-0.1588757777342597,-0.6136087876273361,2.26934157854089,0.7801222809673268,2.26934157854089,0.8370400787166462,0.0526699102739188,0.9468359088924598,0.0004941808336377,Absorbent,Absorbent
2000-06-23,-0.078355852519455,-0.4237563400273299,-0.3945252580004941,-0.0491247704926193,-0.1732066741637667,2.6685558342709728,0.771195367963085,2.6685558342709728,0.960512586308162,0.358395902833689,0.5934503546539511,0.0481537425123762,Absorbent,Absorbent
2000-06-26,-0.1683611442991772,-0.4213917406573363,-0.2821959863798733,-0.0291653900217142,-0.202511596923386,1.2325583929686454,0.7411234772945805,1.2325583929686454,0.8352667728067935,0.5782682956975194,0.1079910513475403,0.3137406529549565,Transitional,Acute Stress
2000-06-27,-0.6019721795777059,-0.5593498051770038,-0.1515888013261218,-0.1942111757268237,-0.4668571661022306,1.3804918723579704,0.6399769911819412,1.3804918723579704,0.7631643287892879,0.0629538746878731,0.3296849521559188,0.6073611731562243,Acute Stress,Transitional
2000-06-28,-2.333490898429099,-0.786165925763927,1.0341274014924495,-0.5131975711727222,-1.3232054084526343,1.8491947584453832,0.7307323550021401,1.8491947584453832,0.4094091543631876,0.0002648507388434,0.9306137315702268,0.0691214176909461,Absorbent,Absorbent
2000-06-29,-0.2899973460710257,-0.5030145700579941,-0.2301079112006366,-0.0170906872136681,-0.272030515609909,1.958673940090131,0.6789311217268876,1.958673940090131,0.896025390678203,0.0795537052248312,0.9201814131067422,0.000264881668443,Absorbent,Absorbent
2000-06-30,-0.899921187563712,-0.7233185285105851,-0.0105828121216501,-0.1871854711747768,-0.6331196749310933,1.7321171517417968,0.6351256585741614,1.7321171517417968,0.7613894483058278,0.0352826646696842,0.8862601555735239,0.0784571797568083,Absorbent,Absorbent
2000-07-03,1.3422636672009451,-0.1589445025824644,-0.9183708084937142,0.5828373612896955,0.6640733244925475,3.1097601692247285,0.805779340972125,3.1097601692247285,0.9953447801091928,0.995027320380411,0.0037240232496739,0.0012486563699317,Transitional,Acute Stress
2000-07-05,-0.2189781694349095,-0.5019556834019107,-0.1666325914554436,0.1163449225115574,-0.2032744960410697,2.070654128342678,0.7937143451512308,2.070654128342678,0.9200371428857202,0.001949460653657,0.0031507105883765,0.9948998287579832,Acute Stress,Transitional
2000-07-06,-1.1905523512536451,-0.7280895619036926,0.1558049369345923,-0.3066578524153603,-0.7866451647971738,1.4943911196900297,0.7951243548211958,1.4943911196900297,0.6685928903261908,0.005217935077302,0.9663930281819018,0.0283890367408128,Absorbent,Absorbent
